Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Interest Rate,Inflation Rate,GDP Growth,Unemployment Rate
2020-01-02,71.72101143907315,72.77659055848162,71.4668047519516,72.716064453125,135480400,0.0,0.0,,,,
2020-01-03,71.9413434276417,72.77176000550182,71.78397699623217,72.0091323852539,146322800,0.0,0.0,,,,
2020-01-06,71.12786596061405,72.62164622763687,70.87607527260708,72.5829086303711,118387200,0.0,0.0,,,,
2020-01-07,72.59260129853506,72.84923143823697,72.02123831231323,72.2415542602539,108872000,0.0,0.0,,,,
2020-01-08,71.943758846659,73.70627893727402,71.943758846659,73.40364837646484,132079200,0.0,0.0,,,,
2020-01-09,74.38417348369161,75.15648731833909,74.1323901596974,74.96280670166016,170108400,0.0,0.0,,,,
2020-01-10,75.19765137920673,75.69880941545972,74.6287043855216,75.13227844238281,140644800,0.0,0.0,,,,
2020-01-13,75.44943665950792,76.76406209011934,75.33080045122755,76.7374267578125,121532000,0.0,0.0,,,,
2020-01-14,76.67448226895164,76.88511195829709,75.57774940600967,75.70121765136719,161954400,0.0,0.0,,,,
2020-01-15,75.50027617412253,76.38395596192076,74.94343149157285,75.37680053710938,121923600,0.0,0.0,,,,
2020-01-16,75.92154348740286,76.4323877854954,75.55838676505513,76.32101440429688,108829200,0.0,0.0,,,,
2020-01-17,76.57037231867773,77.16837061022176,76.26290232469962,77.16595458984375,137816400,0.0,0.0,,,,
2020-01-21,76.79311658809118,77.23616451241722,76.50501168087581,76.64301300048828,110843200,0.0,0.0,,,,
2020-01-22,77.12963354237134,77.47100170840719,76.82216354627624,76.91658782958984,101832400,0.0,0.0,,,,
2020-01-23,76.96985393819801,77.3669014145498,76.42027207993955,77.2870101928711,104472000,0.0,0.0,,,,
2020-01-24,77.53394558679635,78.2796239983564,76.87299781703734,77.06426239013672,146537600,0.0,0.0,,,,
2020-01-27,75.06689673049003,75.48089322464955,73.81279759380895,74.79816436767578,161940000,0.0,0.0,,,,
2020-01-28,75.68183593003438,77.08603847633346,75.58257224071698,76.91414642333984,162234000,0.0,0.0,,,,
2020-01-29,78.55078999397739,79.37394362780475,77.80752757594179,78.52415466308594,216229200,0.0,0.0,,,,
2020-01-30,77.60415772537527,78.46362551493233,77.17078871761717,78.41036224365234,126743200,0.0,0.0,,,,
2020-01-31,77.69857485901245,78.12225762194025,74.63837863048332,74.93374633789062,199588400,0.0,0.0,1.55,259.127,20693.238,3.6
2020-02-03,73.67236441660148,75.89730439692568,73.16879052609627,74.72794342041016,173788400,0.0,0.0,,,,
2020-02-04,76.33794793595989,77.38626426505087,75.93121426303615,77.19499969482422,136616400,0.0,0.0,,,,
2020-02-05,78.32564410108219,78.62585870108742,77.2192321665417,77.82449340820312,118826800,0.0,0.0,,,,
2020-02-06,78.09563507421905,78.73721039613278,77.53637437960353,78.73478698730469,105425600,0.0,0.0,,,,
2020-02-07,78.23244174012544,78.48240085764334,77.1719355094332,77.6645736694336,117684000,0.1925,0.0,,,,
2020-02-10,76.24490381310511,78.033447265625,76.1648229834898,78.033447265625,109348800,0.0,0.0,,,,
2020-02-11,78.53091619696823,78.60371692560051,77.34421247844126,77.5626220703125,94323200,0.0,0.0,,,,
2020-02-12,78.01401070527898,79.40941481717738,78.01401070527898,79.4045639038086,113730400,0.0,0.0,,,,
2020-02-13,78.6741294824432,79.16676770573471,78.47027994928578,78.83914947509766,94747600,0.0,0.0,,,,
2020-02-14,78.80759834748271,79.10852542853588,78.34893875905203,78.85856628417969,80113600,0.0,0.0,,,,
2020-02-18,76.53126412045305,77.59662873916865,76.34925482708518,77.41461944580078,152531200,0.0,0.0,,,,
2020-02-19,77.65729255269991,78.76633753940254,77.65729255269991,78.5357894897461,93984000,0.0,0.0,,,,
2020-02-20,78.29554891500301,78.78575796634391,77.22290417552242,77.7301025390625,100566000,0.0,0.0,,,,
2020-02-21,77.32237337955563,77.76648004856685,75.35182129897947,75.97064971923828,129554000,0.0,0.0,,,,
2020-02-24,72.13878468494622,73.81811974778519,70.19007199595448,72.36204528808594,222195200,0.0,0.0,,,,
2020-02-25,73.03425000192122,73.4176795737371,69.43774534651452,69.91096496582031,230673600,0.0,0.0,,,,
2020-02-26,69.53481752247102,72.28922581008212,69.52753744829661,71.02001190185547,198054800,0.0,0.0,,,,
2020-02-27,68.21707461192374,69.40620033933959,66.24166381662789,66.3775634765625,320605600,0.0,0.0,,,,
