Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,71.72101896406637,72.77659819422657,71.46681225027338,72.71607208251953,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,71.94135867206623,72.77177542589224,71.78399220731063,72.00914764404297,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.12784353126138,72.62162332723783,70.87605292265371,72.5828857421875,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.59260896500349,72.84923913180799,72.0212459184403,72.24156188964844,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,71.94375136900179,73.70627127642481,71.94375136900179,73.40364074707031,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.38418105419532,75.15649496744561,74.13239770457567,74.96281433105469,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.19764374317383,75.69880172853615,74.62869680726308,75.13227081298828,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.44943665950792,76.76406209011934,75.33080045122755,76.7374267578125,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.67446681398555,76.88509646087522,75.57773417210761,75.70120239257812,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.5002914579072,76.3839714245918,74.9434466626335,75.37681579589844,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,75.92151312955643,76.43235722338372,75.55835655241987,76.32098388671875,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.57036474816839,77.16836298058836,76.26289478458983,77.16594696044922,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.79310894375465,77.23615682397768,76.50500406521856,76.64300537109375,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,77.1296258918447,77.47099402402007,76.82215592624772,76.91658020019531,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,76.96986153628443,77.3669090518308,76.42027962377395,77.28701782226562,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.53394558679635,78.2796239983564,76.87299781703734,77.06426239013672,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,75.06690438729518,75.48090092368226,73.81280512269632,74.79817199707031,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.68186595866302,77.08606906211398,75.58260222996032,76.91417694091797,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.55080525794223,79.37395905172454,77.8075426954761,78.524169921875,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.60416527632543,78.46363314950943,77.17079622640016,78.41036987304688,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.69857485901245,78.12225762194025,74.63837863048332,74.93374633789062,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.67237193822604,75.89731214570682,73.16879799630816,74.72795104980469,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.33796302533938,77.38627956164633,75.93122927201843,77.19501495361328,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.32562874403418,78.62584328517734,77.21921702642419,77.82447814941406,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,78.0956426416798,78.73721802576215,77.53638189287197,78.73479461669922,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,78.23243405494627,78.48239314790939,77.17192792843306,77.66456604003906,117684000,0.1925,0.0
